	keywords	counts
726	Coronavirus infections	5
1386	Hydroxychloroquine	5
4110	immunosuppression	5
958	Elderly	5
5478	vertical transmission	5
1764	Morbidity	5
2653	Social distancing	5
357	COVID 19	5
1406	IL-6	5
603	Clinical features	5
2368	Review	5
5184	severe	5
4004	heart failure	5
2395	Risk analysis	5
1667	Management	5
3876	global health	5
2384	Risk Factor	5
2790	Template	5
3349	clinical features	5
3954	health promotion	4
3372	co-morbidities	4
1484	Infectious diseases	4
671	Compliance	4
5003	retrospective cohort study	4
404	COVID-19 mortality	4
2598	Seroprevalence	4
1913	Occupational risk	4
1642	Lung cancer	4
3471	corona	4
746	Covid-19 pandemic	4
2744	Surveillance	4
4913	qualitative	4
4917	quality of health care	4
2787	Telehealth	4
