	keywords	counts
1140	Reverse transcriptase-polymerase chain reaction	3
1357	Viral load	3
1655	pregnancy	3
511	FDA, Food and Drug Administration	3
535	FiO2, fraction of inspired oxygen	3
1310	Testing	3
1188	SARS-CoV-2, severe acute respiratory syndrome-coronavirus-2	3
1376	Wuhan	3
464	ELISA	3
1244	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)	3
1443	coronavirus disease 2019 (covid-19)	3
1442	coronavirus disease 2019 (COVID-19)	3
908	PCR, Polymerase chain reaction	3
906	PCR	3
1440	coronavirus disease	3
1620	pandemic	3
1265	Spike protein	3
1085	RT-PCR, real-time polymerase chain reaction	3
864	Nucleocapsid protein	3
800	Mortality	3
72	ARDS, Acute respiratory distress syndrome	3
801	Multidetector computed tomography	3
252	COVID‐19	2
228	COVID-19 pneumonia	2
217	COVID toes	2
755	MERS-CoV, Middle East Respiratory Syndrome Coronavirus	2
1638	pneumonia	2
1107	Radiography	2
804	Mutation	2
1642	point-of-care testing	2
756	MERS-CoV, Middle East respiratory syndrome coronavirus	2
264	CRP, C-Reactive Protein	2
1118	Real-Time Polymerase Chain Reaction	2
215	COVID	2
1648	pool testing	2
214	COPD, chronic obstructive pulmonary disease	2
1614	occupational health	2
236	COVID-19, Coronavirus Disease-19	2
778	Machine Learning	2
527	Family cluster	2
742	M, Membrane protein	2
237	COVID-19, Coronavirus disease	2
1128	Recovery	2
1629	personal protective equipment	2
0	 India	2
739	Lung diseases	2
1391	antibody	2
1455	covid-19	2
612	HRCT, high-resolution computed tomography	2
428	Detection	2
1261	Specificity	2
434	Diagnostic imaging	2
1422	children	2
1266	Sputum	2
445	E, Envelope protein	2
1402	biomarkers	2
470	ELISA, Enzyme-linked immunosorbent assay	2
276	CT scan	2
1295	TNF, tumor necrosis factor	2
1370	WHO, World health organization	2
553	GI, Gastrointestinal	2
1314	Tomography, X-ray computed	2
1364	WBC, white blood cell	2
549	GGO, ground-glass opacity	2
1359	Viral shedding	2
1358	Viral pneumonia	2
1353	Viral Load	2
1236	Serology	2
633	ICU, Intensive Care Unit	2
1462	dPCR, Digital PCR	2
1230	Sensitivity and specificity	2
1548	isolation	2
1166	SARS-COV-2	2
304	Case report	2
708	LDH, lactate dehydrogenase	2
1169	SARS-CoV, severe acute respiratory syndrome coronavirus	2
309	Chest CT	2
1531	infection	2
317	Chloroquine	2
1528	immunoglobulin M	2
687	Intensive care units	2
333	Computed Tomography	2
1193	SARS-Cov-2	2
1199	SD, standard deviation	2
348	Coronavirus 2019	2
668	Immunologlobulin M	2
1487	enzyme-linked immunosorbent assay	2
649	INR, international normalized ratio	2
1228	Sensitivity	2
642	IL, interleukin	2
1073	RT-PCR, Real Time Polymerase Chain Reaction	2
1574	microbiology	2
873	ORF, Open Reading Frame	2
1793	virology	2
830	NIH, National Institutes of Health	2
1766	testing	2
100	Adolescent	2
5	 next-generation sequencing	2
966	Pandemic	2
1009	Prevalence	2
942	PPT, Plasmonic Photothermal	2
141	BSA, bovine serum albumin	2
36	ACR, American College of Radiology	2
1731	serologic tests	2
1787	viral	2
939	PPE, Personal protective equipment	2
938	PPE, Personal Protective Equipment	2
1734	serology	2
1729	sensitivity and specificity	2
986	Pneumothorax	2
123	Asthma	2
