	keywords	counts
2969	drugs	7
4463	variant	7
969	Health policy	7
2193	Thrombosis	7
818	Epitopes	7
2809	convalescent plasma	7
4279	therapy	7
3742	outbreak	7
2421	Virus	6
1182	Innate immunity	6
2621	attitudes	6
1719	Prevention	6
3340	influenza vaccines	6
3146	health disparities	6
4025	remdesivir	6
2656	bioinformatics	6
343	Brighton Collaboration	6
2849	covid-19 vaccine	6
2098	Surveillance	6
1689	Politics	6
3224	hydroxychloroquine	6
1000	Hesitancy	6
4099	sars-cov-2	6
2834	coronaviruses	6
3251	immunisation	6
2504	adverse effects	6
3275	immunology	6
474	Cancer	6
2824	coronavirus disease	6
1798	RNA vaccine	6
931	HIV	6
125	Africa	6
2231	Treatment	6
400	COVID-19 Vaccine	6
1374	Moderna	6
3621	nanomedicine	6
2990	elderly	6
2316	Vaccine confidence	6
3032	epitopes	6
303	Benefit-risk	6
3576	mortality	6
2905	diagnostics	6
1957	SARS-CoV-2 vaccines	6
4225	subunit vaccine	6
244	B cells	5
1117	Immunosuppression	5
3320	infections	5
3550	misinformation	5
312	Bioinformatics	5
984	Healthcare workers	5
1566	PEG	5
3803	peptide vaccine	5
545	Clinical trial	5
3935	protection	5
3282	immunopathology	5
1215	Italy	5
457	COVID‐19	5
3588	mucosal immunity	5
747	Drug discovery	5
3951	protocol	5
487	Careers	5
1037	Hydroxychloroquine	5
3695	nucleocapsid	5
316	Biologics	5
1099	Immunogenicity	5
3650	neutralization	5
1407	Multiple sclerosis	5
3415	liposomes	5
3273	immunological products and vaccines	5
3410	lipid nanoparticles	5
3398	lactation	5
402	COVID-19 Vaccines	5
654	Cytokine storm	5
262	BCG Vaccine	5
4001	receptor binding domain	5
3713	older adults	5
3876	polyethylene glycol	5
3459	mRNA-1273	5
3870	polio	5
1139	India	5
1154	Infectious disease	5
1493	Nigeria	5
3623	nanoparticle	5
1304	MMR	5
4200	spike glycoprotein	5
1445	Nanomedicine	5
4159	side effects	5
1805	RSV	5
2171	Template	5
3106	global health	5
3101	geriatrics	5
4491	viral vaccines	5
1799	RNA vaccines	5
2238	Trust	5
172	Antibody-dependent enhancement	5
2211	Trained immunity	5
4403	vaccine efficacy	5
2192	Thrombocytopenia	5
2847	covid 19	5
4513	viruses	5
1896	S protein	5
154	Animal models	5
2066	Spike glycoprotein	5
2062	Spike	5
4446	vaccine trials	5
2022	Severe acute respiratory syndrome coronavirus 2	5
1972	SARS-Cov-2	5
1996	Sars-CoV-2	5
2944	drug	5
192	Antiviral drugs	5
2949	drug delivery	5
2599	antiviral drugs	5
2524	allergy	5
2537	animal model	5
2407	Viral infection	5
223	Attitude	5
2507	adverse events	5
2491	adenovirus	5
205	Artificial intelligence	5
3226	hypersensitivity	5
4050	respiratory infections	4
2488	adaptive immunity	4
1616	Peptide	4
937	HLA	4
100	Adjuvants	4
369	COVAX	4
373	COVID 19	4
2109	Synthetic vaccine	4
339	Brazil	4
2868	cytokine storm	4
342	Breastfeeding	4
4269	therapeutic agents	4
585	Convalescent plasma	4
4178	social distancing	4
2557	anti-vaccine	4
4117	self-amplifying RNA	4
333	Blood Donors	4
2050	Social media	4
1997	Saudi Arabia	4
2811	convalescent plasma therapy	4
3865	pneumonia	4
887	Genome	4
4056	respiratory viruses	4
4509	virus-like particle	4
2680	breastfeeding	4
2612	artificial intelligence	4
4010	recombinant vaccine	4
2430	Viruses	4
2326	Vaccine effectiveness	4
706	Developing world	4
3974	quarantine	4
2308	Vaccine allocation	4
4220	structure	4
602	Coronavirus Infections	4
440	COVID-19 vaccination	4
774	Ebola	4
1157	Infectious diseases	4
784	Efficacy	4
2244	Tuberculosis	4
808	Epidemic management/response	4
2436	WHO	4
600	Coronavirus Disease 2019	4
4236	survey	4
3886	polysorbate	4
76	ARDS	4
593	Corona virus	4
1607	Pathogenesis	4
233	Autoimmunity	4
1385	Molecular dynamics simulation	4
1342	Media	4
1447	Nanoparticle	4
3142	health communication	4
3157	health systems	4
3105	germinal centers	4
3162	healthcare personnel	4
3423	lockdown	4
3361	interferon	4
3572	monoclonal antibodies	4
1482	Neutralizing antibodies	4
3352	innovation	4
3170	hemodialysis	4
1214	Israel	4
4392	vaccine delivery	4
1338	Measles	4
1449	Nanoparticles	4
3467	machine learning	4
3242	immune responses	4
1393	Mortality	4
3221	humoral immunity	4
138	Allergy	4
1169	Influenza virus	4
1806	RT-PCR	4
1814	Randomised controlled trial	4
215	AstraZeneca vaccine	4
3606	mutation	4
2284	Vaccination coverage	3
1791	RNA	3
2262	United States	3
4021	reinfection	3
2662	biologics	3
2327	Vaccine efficacy	3
1759	Public Health	3
2305	Vaccine adjuvants	3
1400	Multi-epitope	3
3987	randomized controlled trials	3
717	Diagnostics	3
3092	genome	3
2291	Vaccination refusal	3
722	Disease burden	3
2317	Vaccine coverage	3
3966	public trust	3
2371	Vaccine-preventable diseases	3
2298	Vaccine Impact	3
3956	public	3
734	Docking	3
1977	SARS‐CoV‐2	3
2642	behavioral economics	3
2449	World Health Organization	3
1569	PET/CT	3
4138	severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)	3
4129	serology	3
518	Children	3
3239	immune escape	3
3234	immune	3
534	Cirrhosis	3
2505	adverse event	3
2554	anti-vaccination	3
2495	adjuvants	3
3203	human challenge studies	3
561	Communication	3
3198	human	3
564	Comorbidities	3
2381	Vacuna	3
2446	Willingness to pay	3
575	Conserved regions	3
1704	Practice	3
3168	hemagglutinin	3
1481	Neutralization	3
601	Coronavirus Disease 2019 (COVID-19)	3
606	Coronavirus disease	3
3375	intranasal	3
609	Coronavirus disease 2019 (COVID-19)	3
613	Coronavirus infections	3
3941	protein	3
3137	health belief model	3
630	Covid 19	3
616	Coronavirus vaccine	3
2245	Turkey	3
2725	chloroquine	3
1061	IgA	3
1092	Immuno-informatics	3
1920	SARS virus	3
2997	emergency use	3
2864	cutaneous	3
2862	cure	3
2099	Survey	3
2854	cross-reactivity	3
2246	Twitter	3
3696	nucleocapsid protein	3
3575	morbidity	3
3567	molecular farming	3
3744	outbreaks	3
1888	Rituximab	3
2117	T cell	3
3585	mrna-based vaccine	3
1189	Intellectual-property rights	3
2063	Spike Protein	3
1930	SARS-CoV-1	3
2888	dengue	3
2982	education	3
1115	Immunosenescence	3
2054	Society	3
2896	dermatology	3
2901	dexamethasone	3
2036	Side effects	3
1135	Inactivated vaccine	3
1958	SARS-CoV-2 variants	3
2018	Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)	3
2937	dosage	3
1168	Influenza vaccines	3
1151	Infectious Disease	3
2121	T cell epitopes	3
981	Healthcare personnel	3
2126	T follicular helper cells	3
1297	MHC	3
783	Effectiveness	3
3071	furin	3
3034	eradication	3
2224	Transmission	3
821	Equity	3
2773	communication	3
3887	population coverage	3
1328	Mass vaccination	3
3492	mathematical model	3
845	FDA	3
2190	Therapy	3
3494	measles	3
3863	pneumococcal vaccine	3
3033	equity	3
1877	Review	3
977	Healthcare	3
3025	epilepsy	3
2152	TMPRSS2	3
2147	TLR	3
